title,url,keywords,result
초보를 위한 도커 안내서 - 설치하고 컨테이너 실행하기,https://subicura.com/2017/01/19/docker-guide-for-beginners-2.html,"[('초보', 2), ('도', 2), ('안내', 2), ('설치', 2), ('컨테이너', 2), ('실행', 2)]","[('초보', 'NNG'), ('를', 'JKO'), ('위하', 'VV'), ('ㄴ', 'ETD'), ('도', 'NNG'), ('커', 'VV'), ('어', 'ECS'), ('안내', 'NNG'), ('서', 'JKM'), ('-', 'SW'), ('설치', 'NNG'), ('하', 'XSV'), ('고', 'ECE'), ('컨테이너', 'NNG'), ('실행', 'NNG'), ('하', 'XSV'), ('기', 'ETN')]"
초보를 위한 도커 안내서 - 도커란 무엇인가?,https://subicura.com/2017/01/19/docker-guide-for-beginners-1.html,"[('초보', 2), ('도', 2), ('안내', 2), ('무엇', 2)]","[('초보', 'NNG'), ('를', 'JKO'), ('위하', 'VV'), ('ㄴ', 'ETD'), ('도', 'NNG'), ('커', 'VV'), ('어', 'ECS'), ('안내', 'NNG'), ('서', 'JKM'), ('-', 'SW'), ('도', 'NNM'), ('커', 'VV'), ('란', 'ETD'), ('무엇', 'NNG'), ('이', 'VCP'), ('ㄴ가', 'EFQ'), ('?', 'SF')]"
Docker 간편한 설치부터 실행까지,https://swalloow.github.io/docker-install,"[('설치', 2), ('실행', 2), ('docker', 2)]","[('Docker', 'OL'), ('간편', 'XR'), ('하', 'XSA'), ('ㄴ', 'ETD'), ('설치', 'NNG'), ('부터', 'JX'), ('실행', 'NNG'), ('까지', 'JX')]"
How does Docker run a Linux kernel under macOS host? - Stack Overflow,https://stackoverflow.com/questions/43383276/how-does-docker-run-a-linux-kernel-under-macos-host,"[('docker', 2), ('linux', 2), ('overflow', 2)]","[('How', 'OL'), ('does', 'OL'), ('Docker', 'OL'), ('run', 'OL'), ('a', 'OL'), ('Linux', 'OL'), ('kernel', 'OL'), ('under', 'OL'), ('macOS', 'OL'), ('host', 'OL'), ('?', 'SF'), ('-', 'SW'), ('Stack', 'OL'), ('Overflow', 'OL')]"
맥(Mac)에서 이해하는 도커(Docker) #1 - junn.net,https://junn.net/archives/2323,"[('맥', 2), ('이해', 2), ('도', 2), ('1', 2)]","[('맥', 'NNG'), ('(', 'SS'), ('Mac', 'OL'), (')', 'SS'), ('에서', 'JKM'), ('이해', 'NNG'), ('하', 'XSV'), ('는', 'ETD'), ('도', 'NNG'), ('커', 'VV'), ('어', 'ECS'), ('(', 'SS'), ('Docker', 'OL'), (')', 'SS'), ('#', 'SW'), ('1', 'NR'), ('-', 'SW'), ('junn', 'OL'), ('.', 'SF'), ('net', 'OL')]"
 TDD(파이썬) : 테스트 잘하고 계신가요? ,http://labs.brandi.co.kr/2018/06/07/kwakjs.html,"[('파이', 2), ('테스트', 2), ('tdd', 2)]","[('TDD', 'OL'), ('(', 'SS'), ('파이', 'NNG'), ('썰', 'VV'), ('ㄴ', 'ETD'), (')', 'SS'), (':', 'SP'), ('테스트', 'NNG'), ('잘하', 'VV'), ('고', 'ECE'), ('계시', 'VXA'), ('ㄴ가요', 'EFQ'), ('?', 'SF')]"
Stanford University CS231n: Convolutional Neural Networks for Visual Recognition,http://cs231n.stanford.edu/2017/,"[('231', 2), ('stanford', 2), ('cs', 2), ('neural', 2), ('networks', 2), ('visual', 2), ('recognition', 2)]","[('Stanford', 'OL'), ('University', 'OL'), ('CS', 'OL'), ('231', 'NR'), ('n', 'OL'), (':', 'SP'), ('Convolutional', 'OL'), ('Neural', 'OL'), ('Networks', 'OL'), ('for', 'OL'), ('Visual', 'OL'), ('Recognition', 'OL')]"
Jaejun Yoo's Playground: 초짜 대학원생 입장에서 이해하는 Generative Adversarial Nets (1),http://jaejunyoo.blogspot.com/2017/01/generative-adversarial-nets-1.html,"[('초', 2), ('대학원', 2), ('입장', 2), ('이해', 2), ('1', 2), ('jaejun', 2), ('yoo', 2), ('playground', 2), ('adversarial', 2), ('nets', 2)]","[('Jaejun', 'OL'), ('Yoo', 'OL'), (""'"", 'SS'), ('s', 'OL'), ('Playground', 'OL'), (':', 'SP'), ('초', 'NNG'), ('짜', 'VV'), ('아', 'ECS'), ('대학원', 'NNG'), ('생', 'XSN'), ('입장', 'NNG'), ('에서', 'JKM'), ('이해', 'NNG'), ('하', 'XSV'), ('는', 'ETD'), ('Generative', 'OL'), ('Adversarial', 'OL'), ('Nets', 'OL'), ('(', 'SS'), ('1', 'NR'), (')', 'SS')]"
[번역] Top 8 trends from ICLR 2019 - Subinium의 코딩일지,https://subinium.github.io/top-8-trends-from-ICLR2019-kr/,"[('번역', 2), ('8', 2), ('2019', 2), ('코딩', 2), ('코딩일지', 2), ('일지', 2), ('top', 2), ('iclr', 2)]","[('[', 'SS'), ('번역', 'NNG'), (']', 'SS'), ('Top', 'OL'), ('8', 'NR'), ('trends', 'OL'), ('from', 'OL'), ('ICLR', 'OL'), ('2019', 'NR'), ('-', 'SW'), ('Subinium', 'OL'), ('의', 'JKG'), ('코딩', 'NNG'), ('일지', 'NNG')]"
"
    
      Topic Modeling, LDA 구현 · ratsgo's blog
    
  ",https://ratsgo.github.io/from%20frequency%20to%20semantics/2017/07/09/lda/,"[('구현', 2), ('topic', 2), ('modeling', 2)]","[('Topic', 'OL'), ('Modeling', 'OL'), (',', 'SP'), ('LDA', 'OL'), ('구현', 'NNG'), ('·', 'SP'), ('ratsgo', 'OL'), (""'"", 'SS'), ('s', 'OL'), ('blog', 'OL')]"
"
    
      형태소 분석기 성능 비교 · ratsgo's blog
    
  ",https://ratsgo.github.io/from%20frequency%20to%20semantics/2017/05/10/postag/,"[('형태소', 2), ('분석기', 2), ('성능', 2), ('비교', 2)]","[('형태소', 'NNG'), ('분석기', 'NNG'), ('성능', 'NNG'), ('비교', 'NNG'), ('·', 'SP'), ('ratsgo', 'OL'), (""'"", 'SS'), ('s', 'OL'), ('blog', 'OL')]"
2019 핵심 UX/UI 디자인 트렌드 모아보기 — 위디엑스,https://www.wedesignx.com/knowledge/uxui-design-trends-2019,"[('2019', 2), ('핵심', 2), ('디자인', 2), ('트렌드', 2), ('모아', 2), ('모아보기', 2), ('보기', 2), ('위', 2), ('위디엑스', 2), ('디', 2), ('엑스', 2), ('ui', 2)]","[('2019', 'NR'), ('핵심', 'NNG'), ('UX', 'OL'), ('/', 'SP'), ('UI', 'OL'), ('디자인', 'NNG'), ('트렌드', 'NNG'), ('모아', 'NNP'), ('보기', 'NNG'), ('—', 'SW'), ('위', 'NNG'), ('디', 'NNG'), ('엑스', 'NNG')]"
Introducing Slack Topics: A UX Case Study — Michelle Yang,https://www.michelleyang.me/work/slack-topics,"[('introducing', 2), ('slack', 2), ('topics', 2), ('ux', 2), ('case', 2), ('michelle', 2), ('yang', 2)]","[('Introducing', 'OL'), ('Slack', 'OL'), ('Topics', 'OL'), (':', 'SP'), ('A', 'OL'), ('UX', 'OL'), ('Case', 'OL'), ('Study', 'OL'), ('—', 'SW'), ('Michelle', 'OL'), ('Yang', 'OL')]"
UX 디자인 케이스 스터디 - IT 인력 구인.. : 네이버블로그,https://blog.naver.com/sopoongp/221582804740,"[('디자인', 2), ('케이스', 2), ('스터디', 2), ('인력', 2), ('구인', 2), ('네이버', 2), ('로그', 2), ('ux', 2), ('it', 2)]","[('UX', 'OL'), ('디자인', 'NNG'), ('케이스', 'NNG'), ('스터디', 'NNG'), ('-', 'SW'), ('IT', 'OL'), ('인력', 'NNG'), ('구인', 'NNG'), ('..', 'SW'), (':', 'SP'), ('네이버', 'NNP'), ('블', 'VV'), ('ㄹ', 'ETD'), ('로그', 'NNG')]"
"성공하는 UX 디자인의 7가지 법칙
#4 : 네이버 포스트",https://m.post.naver.com/viewer/postView.nhn?volumeNo=22255387&memberNo=607398&vType=VERTICAL,"[('성공', 2), ('디자인', 2), ('7', 2), ('7가지', 2), ('가지', 2), ('법칙', 2), ('4', 2), ('네이버', 2), ('포스트', 2), ('ux', 2)]","[('성공', 'NNG'), ('하', 'XSV'), ('는', 'ETD'), ('UX', 'OL'), ('디자인', 'NNG'), ('의', 'JKG'), ('7', 'NR'), ('가지', 'NNM'), ('법칙', 'NNG'), ('#', 'SW'), ('4', 'NR'), (':', 'SP'), ('네이버', 'NNP'), ('포스트', 'NNG')]"
"
책정보, 좋아보이는 것들의 비밀, UX 디자인 : 네이버 책",https://book.naver.com/bookdb/book_detail.nhn?bid=8592285,"[('책', 2), ('책정보', 2), ('정보', 2), ('의', 2), ('비밀', 2), ('디자인', 2), ('네이버', 2), ('ux', 2)]","[('책', 'NNG'), ('정보', 'NNG'), (',', 'SP'), ('좋', 'VA'), ('아', 'ECD'), ('보이', 'VV'), ('는', 'ETD'), ('것', 'NNB'), ('드', 'VV'), ('ㄹ', 'ETD'), ('의', 'NNG'), ('비밀', 'NNG'), (',', 'SP'), ('UX', 'OL'), ('디자인', 'NNG'), (':', 'SP'), ('네이버', 'NNP'), ('책', 'NNG')]"
The Best UX Design Tools in 2019 - UX Collective,https://uxdesign.cc/ux-design-tools-for-2019-ec031d060fa8,"[('2019', 2), ('ux', 2), ('tools', 2), ('collective', 2)]","[('The', 'OL'), ('Best', 'OL'), ('UX', 'OL'), ('Design', 'OL'), ('Tools', 'OL'), ('in', 'OL'), ('2019', 'NR'), ('-', 'SW'), ('UX', 'OL'), ('Collective', 'OL')]"
soynlp/nounextractor-v1_usage.ipynb at master · lovit/soynlp,https://github.com/lovit/soynlp/blob/master/tutorials/nounextractor-v1_usage.ipynb,[],"[('soynlp', 'OL'), ('/', 'SP'), ('nounextractor-v1', 'OL'), ('_', 'SW'), ('usage', 'OL'), ('.', 'SF'), ('ipynb', 'OL'), ('at', 'OL'), ('master', 'OL'), ('·', 'SP'), ('lovit', 'OL'), ('/', 'SP'), ('soynlp', 'OL')]"
"입문자에게 추천하는 HTML, CSS 첫걸음 | HEROPY",https://heropy.blog/2019/04/24/html-css-starter/,"[('입문', 2), ('추천', 2), ('첫걸음', 2), ('html', 2), ('heropy', 2)]","[('입문', 'NNG'), ('자', 'XSN'), ('에게', 'JKM'), ('추천', 'NNG'), ('하', 'XSV'), ('는', 'ETD'), ('HTML', 'OL'), (',', 'SP'), ('CSS', 'OL'), ('첫걸음', 'NNG'), ('|', 'SW'), ('HEROPY', 'OL')]"
Python virtualenv 정리 (Linux/Windows) :: 개발새발로그,https://dgkim5360.tistory.com/entry/python-virtualenv-on-linux-ubuntu-and-windows,"[('정리', 2), ('개발', 2), ('발', 2), ('python', 2), ('linux', 2), ('windows', 2)]","[('Python', 'OL'), ('virtualenv', 'OL'), ('정리', 'NNG'), ('(', 'SS'), ('Linux', 'OL'), ('/', 'SP'), ('Windows', 'OL'), (')', 'SS'), ('::', 'SW'), ('개발', 'NNG'), ('새', 'MDT'), ('발', 'NNG'), ('로', 'JKM'), ('긋', 'VV')]"
도커(Docker)를 이용하여 텐서플로우(Tensorflow) GPU 버전 설치하기 - Ubuntu 16.04(Titan XP) | devYurim,https://devyurim.github.io/python/tensorflow/development%20enviroment/docker/2018/05/25/tensorflow-3.html,"[('도', 2), ('이용', 2), ('터', 2), ('서', 2), ('서플', 2), ('플', 2), ('우', 2), ('버전', 2), ('설치', 2), ('16.04', 2), ('docker', 2), ('ubuntu', 2), ('titan', 2), ('xp', 2)]","[('도', 'NNG'), ('커', 'VV'), ('어', 'ECS'), ('(', 'SS'), ('Docker', 'OL'), (')', 'SS'), ('를', 'JKO'), ('이용', 'NNG'), ('하여', 'MAG'), ('터', 'NNB'), ('이', 'VCP'), ('ㄴ', 'ETD'), ('서', 'NNG'), ('플', 'UN'), ('로', 'JKM'), ('우', 'NNG'), ('(', 'SS'), ('Tensorflow', 'OL'), (')', 'SS'), ('GPU', 'OL'), ('버전', 'NNG'), ('설치', 'NNG'), ('하', 'XSV'), ('기', 'ETN'), ('-', 'SW'), ('Ubuntu', 'OL'), ('16.04', 'NR'), ('(', 'SS'), ('Titan', 'OL'), ('XP', 'OL'), (')', 'SS'), ('|', 'SW'), ('devYurim', 'OL')]"
Boilerpipe tutorial Archives - Basics Behind,http://www.basicsbehind.com/tag/boilerpipe-tutorial/,"[('boilerpipe', 2), ('basics', 2)]","[('Boilerpipe', 'OL'), ('tutorial', 'OL'), ('Archives', 'OL'), ('-', 'SW'), ('Basics', 'OL'), ('Behind', 'OL')]"
보니의 참쉬운 레시피 : 네이버 블로그,https://theboni.blog.me/221578334994,"[('참', 2), ('레', 2), ('레시피', 2), ('시', 2), ('피', 2), ('네이버', 2), ('로그', 2)]","[('보', 'VV'), ('니', 'ECD'), ('의', 'JKG'), ('참', 'NNG'), ('쉽', 'VA'), ('ㄴ', 'ETD'), ('레', 'NNG'), ('시', 'NNG'), ('피', 'NNG'), (':', 'SP'), ('네이버', 'NNP'), ('블', 'VV'), ('ㄹ', 'ETD'), ('로그', 'NNG')]"
일상기록 : 네이버 블로그,https://blog.naver.com/llzzinll?Redirect=Log&logNo=221563001369,"[('일상', 2), ('일상기록', 2), ('기록', 2), ('네이버', 2), ('로그', 2)]","[('일상', 'NNG'), ('기록', 'NNG'), (':', 'SP'), ('네이버', 'NNP'), ('블', 'VV'), ('ㄹ', 'ETD'), ('로그', 'NNG')]"
[백종원의 백종원 레시피] 강식당2 화제의 메뉴! 김치밥이 피오씁니다 - YouTube,https://www.youtube.com/watch?v=R6IT_f0XPT8,"[('백종', 2), ('백종원의', 2), ('원의', 2), ('백종원', 2), ('원', 2), ('레', 2), ('강', 2), ('강식당2', 2), ('식당', 2), ('2', 2), ('제의', 2), ('메뉴', 2), ('김치밥', 2), ('피', 2), ('피오', 2), ('오', 2), ('youtube', 2)]","[('[', 'SS'), ('백종', 'NNG'), ('원의', 'NNG'), ('백종', 'NNG'), ('원', 'NNG'), ('레', 'NNG'), ('시피', 'MAG'), (']', 'SS'), ('강', 'NNG'), ('식당', 'NNG'), ('2', 'NR'), ('호', 'VV'), ('아', 'ECS'), ('제의', 'NNG'), ('메뉴', 'NNG'), ('!', 'SF'), ('김치밥', 'NNG'), ('이', 'JKS'), ('피', 'NNG'), ('오', 'NNG'), ('쓰', 'VV'), ('ㅂ니다', 'EFN'), ('-', 'SW'), ('YouTube', 'OL')]"
다이어트식단♥닭고기케밥,http://www.10000recipe.com/recipe/6891286,"[('다이어트', 2), ('다이어트식단', 2), ('식단', 2), ('닭고기', 2), ('밥', 2)]","[('다이어트', 'NNG'), ('식단', 'NNG'), ('♥', 'SW'), ('닭고기', 'NNG'), ('하', 'XSV'), ('게', 'ECD'), ('밥', 'NNG')]"
☆미라클 여행리포트☆ : 네이버 블로그,https://blog.naver.com/withjoy79/221460320255,"[('미라', 2), ('여행', 2), ('여행리포트', 2), ('리포트', 2), ('네이버', 2), ('로그', 2)]","[('☆', 'SW'), ('미라', 'NNG'), ('크', 'VA'), ('ㄹ', 'ETD'), ('여행', 'NNG'), ('리포트', 'NNG'), ('☆', 'SW'), (':', 'SP'), ('네이버', 'NNP'), ('블', 'VV'), ('ㄹ', 'ETD'), ('로그', 'NNG')]"
【일일투어】 치앙마이 화이트템플 투어 - KKday,https://www.kkday.com/ko/product/20850,"[('일일', 2), ('일일투어', 2), ('투어', 2), ('치', 2), ('치앙마이', 2), ('앙', 2), ('마이', 2), ('화이트', 2), ('화이트템플', 2), ('템플', 2), ('kkday', 2)]","[('【', 'SS'), ('일일', 'NNG'), ('투어', 'NNG'), ('】', 'SS'), ('치', 'NNG'), ('앙', 'UN'), ('마이', 'NNG'), ('화이트', 'NNG'), ('템플', 'NNG'), ('투어', 'NNG'), ('-', 'SW'), ('KKday', 'OL')]"
D+16 ⑤ 치앙마이 로컬 맛집 아룬 라이 A.. : 네이버블로그,https://blog.naver.com/sesool/221609213719,"[('16', 2), ('치', 2), ('치앙마이', 2), ('앙', 2), ('마이', 2), ('로컬', 2), ('맛', 2), ('맛집', 2), ('집', 2), ('룬', 2), ('라이', 2), ('네이버', 2), ('로그', 2)]","[('D', 'OL'), ('+', 'SW'), ('16', 'NR'), ('⑤', 'SW'), ('치', 'NNG'), ('앙', 'UN'), ('마이', 'NNG'), ('로컬', 'NNG'), ('맛', 'NNG'), ('집', 'NNG'), ('아', 'VV'), ('아', 'ECS'), ('룬', 'UN'), ('라이', 'NNG'), ('A', 'OL'), ('..', 'SW'), (':', 'SP'), ('네이버', 'NNP'), ('블', 'VV'), ('ㄹ', 'ETD'), ('로그', 'NNG')]"
Visual Studio Code 를 사용한 개발환경 꾸미기 :: C언어 예술가,https://thrillfighter.tistory.com/419,"[('사용', 2), ('개발', 2), ('개발환경', 2), ('환경', 2), ('꾸미기', 2), ('언어', 2), ('예술가', 2), ('visual', 2), ('code', 2)]","[('Visual', 'OL'), ('Studio', 'OL'), ('Code', 'OL'), ('를', 'JKO'), ('사용', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('개발', 'NNG'), ('환경', 'NNG'), ('꾸미기', 'NNG'), ('::', 'SW'), ('C', 'OL'), ('언어', 'NNG'), ('예술가', 'NNG')]"
[Elasticsearch] 기본 개념잡기 :: victolee,https://victorydntmd.tistory.com/308,"[('기본', 2), ('개념', 2), ('개념잡기', 2), ('잡기', 2), ('elasticsearch', 2)]","[('[', 'SS'), ('Elasticsearch', 'OL'), (']', 'SS'), ('기본', 'NNG'), ('개념', 'NNG'), ('잡기', 'NNG'), ('::', 'SW'), ('victolee', 'OL')]"
ELKR (ElasticSearch + Logstash + Kibana + Redis) 를 이용한 로그분석 환경 구축하기,https://medium.com/chequer/elkr-elasticsearch-logstash-kibana-redis-%EB%A5%BC-%EC%9D%B4%EC%9A%A9%ED%95%9C-%EB%A1%9C%EA%B7%B8%EB%B6%84%EC%84%9D-%ED%99%98%EA%B2%BD-%EA%B5%AC%EC%B6%95%ED%95%98%EA%B8%B0-f3dd9dfae622,"[('이용', 2), ('로그', 2), ('로그분석', 2), ('분석', 2), ('환경', 2), ('구축', 2), ('elkr', 2), ('logstash', 2), ('kibana', 2), ('redis', 2)]","[('ELKR', 'OL'), ('(', 'SS'), ('ElasticSearch', 'OL'), ('+', 'SW'), ('Logstash', 'OL'), ('+', 'SW'), ('Kibana', 'OL'), ('+', 'SW'), ('Redis', 'OL'), (')', 'SS'), ('를', 'JKO'), ('이용', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('로그', 'NNG'), ('분석', 'NNG'), ('환경', 'NNG'), ('구축', 'NNG'), ('하', 'XSV'), ('기', 'ETN')]"
[번역]빠르게 배워보는 Node.js를 이용한 서버리스(Serverless) - Jiwon Yeom - Medium,https://medium.com/@jwyeom63/%EB%B9%A0%EB%A5%B4%EA%B2%8C-%EB%B0%B0%EC%9B%8C%EB%B3%B4%EB%8A%94-node-js%EB%A5%BC-%EC%9D%B4%EC%9A%A9%ED%95%9C-%EC%84%9C%EB%B2%84%EB%A6%AC%EC%8A%A4-serverless-503ee61539d4,"[('번역', 2), ('이용', 2), ('서버', 2), ('서버리스', 2), ('리스', 2), ('node', 2), ('serverless', 2), ('yeom', 2), ('medium', 2)]","[('[', 'SS'), ('번역', 'NNG'), (']', 'SS'), ('빠르', 'VA'), ('게', 'ECD'), ('배우', 'VV'), ('어', 'ECS'), ('보', 'VXV'), ('는', 'ETD'), ('Node', 'OL'), ('.', 'SF'), ('js', 'OL'), ('를', 'JKO'), ('이용', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('서버', 'NNG'), ('리스', 'NNG'), ('(', 'SS'), ('Serverless', 'OL'), (')', 'SS'), ('-', 'SW'), ('Jiwon', 'OL'), ('Yeom', 'OL'), ('-', 'SW'), ('Medium', 'OL')]"
